delta_pp,annual_rate_pct,total_pipeline_2036,innovative_candidates_2036
-2.0,-5.675805139809663,47.32566054158893,7.887610090264819
-1.5,-5.175805139809662,50.15951306410676,8.359918844017791
-1.0,-4.675805139809663,53.14679906281491,8.85779984380248
-0.5,-4.175805139809662,56.29495511410563,9.382492519017601
0.0,-3.6758051398096625,59.61173647331166,9.935289412218605
0.5,-3.175805139809663,63.10522896065689,10.517538160109478
1.0,-2.6758051398096625,66.78386122518991,11.130643537531647
1.5,-2.1758051398096625,70.65641739666461,11.776069566110763
2.0,-1.6758051398096625,74.73205013554103,12.455341689256834
